batter,runs,balls,fours,sixes,strike_rate,dismissal
Jacques Kallis,13,17,1,0,76.47,c S Smith b Tambe
Gautam Gambhir,45,44,4,0,102.27,c I Abdulla b R Bhatia
Piyush Chawla,0,1,0,0,0.0,run out (S Smith/Samson)
Robin Uthappa,0,1,0,0,0.0,b Faulkner
Shakib Al Hasan,29,18,3,0,161.11,not out
Vinay Kumar,0,1,0,0,0.0,b Faulkner
Manish Pandey,19,11,1,1,172.73,lbw b Tambe
Manvinder Bisla,3,9,0,0,33.33,c Nair b Kane Richardson
Sunil Narine,1,1,0,0,100.0,not out
Suryakumar Yadav,31,19,3,1,163.16,c S Smith b Faulkner
