batter,runs,balls,fours,sixes,strike_rate,dismissal
Shaun Marsh,56,41,5,1,136.59,not out
Wriddhiman Saha,8,14,0,0,57.14,c Uthappa b Narine
Murali Vijay,26,22,4,0,118.18,b Chawla
David Miller,6,6,1,0,100.0,c Uthappa b Y Pathan
Glenn Maxwell,4,7,0,0,57.14,c Chawla b Narine
Mohit Sharma,1,3,0,0,33.33,c Uthappa b M Morkel
Manan Vohra,8,12,0,0,66.67,c Shakib b M Morkel
Axar Patel,9,8,0,0,112.5,c Suryakumar Yadav b Umesh
Kyle Abbott,12,6,0,1,200.0,not out
Pardeep Sahu,1,1,0,0,100.0,run out (A Russell/Uthappa)
