batter,runs,balls,fours,sixes,strike_rate,dismissal
Shane Watson,5,6,1,0,83.33,c Pollard b Malinga
Ambati Rayudu,0,1,0,0,0.0,c de Kock b Behrendorff
Suresh Raina,16,15,2,1,106.67,c Pollard b Behrendorff
Kedar Jadhav,58,54,8,1,107.41,c de Kock b Malinga
MS Dhoni,12,21,0,0,57.14,c Suryakumar Yadav b Hardik Pandya
Ravindra Jadeja,1,2,0,0,50.0,c de Kock b Hardik Pandya
Dwayne Bravo,8,9,0,1,88.89,c de Kock b Malinga
Deepak Chahar,7,7,1,0,100.0,c Bumrah b Hardik Pandya
Shardul Thakur,12,5,1,1,240.0,not out
Mohit Sharma,0,2,0,0,0.0,not out
