batter,runs,balls,fours,sixes,strike_rate,dismissal
David Warner,19,12,1,2,158.33,lbw b M Theekshana
Srikar Bharat,8,5,2,0,160.0,c Moeen b Simarjeet Singh
Mitchell Marsh,25,20,3,1,125.0,c Ruturaj Gaikwad b Moeen
Rishabh Pant,21,11,4,0,190.91,b Moeen
Rovman Powell,3,9,0,0,33.33,c Dhoni b Mukesh Choudhary
Ripal Patel,6,3,0,1,200.0,c Conway b Moeen
Axar Patel,1,3,0,0,33.33,b Mukesh Choudhary
Shardul Thakur,24,19,2,1,126.32,c Dhoni b DJ Bravo
Kuldeep Yadav,5,17,0,0,29.41,c Uthappa b Simarjeet Singh
Anrich Nortje,1,6,0,0,16.67,not out
Khaleel Ahmed,0,1,0,0,0.0,b DJ Bravo
