Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
"SOUTH AFRICA TOUR OF BANGLADESH, 2024",0-14 & DNB,RSA,Test,Chattogram,29 Oct 24,7 & DNB,2 & DNB,0 & DNB
ASIAN GAMES MENS T20I 2023,0-5,IND,T20I,Hangzhou,06 Oct 23,25,0.2,0
"SRI LANKA TOUR OF BANGLADESH, 2022",DNB & 0-0,SL,Test,Chattogram,15 May 22,DNB & 0,DNB & 0.1,DNB & 0
