batter,runs,balls,fours,sixes,strike_rate,dismissal
Washington Sundar,10,16,0,0,62.5,c Chris Lynn b Krunal Pandya
Virat Kohli,33,29,4,0,113.79,lbw b Bumrah
Rajat Patidar,8,8,1,0,100.0,b Boult
Glenn Maxwell,39,28,3,2,139.29,c Chris Lynn b Marco Jansen
AB de Villiers,48,27,4,2,177.78,run out (Krunal Pandya/Ishan Kishan)
Shahbaz Ahmed,1,2,0,0,50.0,c Krunal Pandya b Marco Jansen
Daniel Christian,1,3,0,0,33.33,c Rahul Chahar b Bumrah
Kyle Jamieson,4,4,0,0,100.0,run out (Bumrah)
Harshal Patel,4,3,0,0,133.33,not out
Mohammed Siraj,0,1,0,0,0.0,not out
