over,runs,wickets
1,10,0
2,5,0
3,6,0
4,14,0
5,6,0
6,5,0
7,4,0
8,13,0
9,6,0
10,6,0
11,9,0
12,11,0
13,4,0
14,4,0
15,3,0
16,15,0
17,5,0
18,15,0
19,12,0
20,7,0
