Stat,Test,ODI,T20,IPL
Matches,0,1,2,127
Innings,0,1,0,27
Balls,0,18,0,216
Runs,0,10,0,325
Maidens,0,0,0,0
Wickets,0,0,0,10
Avg,0.0,0.0,0.0,32.5
Eco,0,3.33,0,9.03
SR,0.0,0.0,0.0,21.6
BBI,-/-,0/10,-/-,2/11
BBM,-/-,0/10,-/-,2/11
