Stat,Test,ODI,T20,IPL
Matches,0,5,21,12
Innings,0,5,20,12
Balls,0,247,399,238
Runs,0,167,529,431
Maidens,0,3,0,0
Wickets,0,15,24,7
Avg,0.0,11.13,22.04,61.57
Eco,0,4.06,7.95,10.87
SR,0.0,16.47,16.63,34.0
BBI,-/-,4/17,3/13,2/9
BBM,-/-,4/17,3/13,2/9
