Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
INDIAN PREMIER LEAGUE 2026,0-38,GT,T20,Ahmedabad,03 May 26,9.5,4,0
INDIAN PREMIER LEAGUE 2026,1-69,DC,T20,Delhi,25 Apr 26,17.2,4,0
INDIAN PREMIER LEAGUE 2026,0-54,LSG,T20,New Chandigarh,19 Apr 26,13.5,4,0
INDIAN PREMIER LEAGUE 2026,0-39,MI,T20,Mumbai,16 Apr 26,9.7,4,0
INDIAN PREMIER LEAGUE 2026,1-42,SRH,T20,New Chandigarh,11 Apr 26,10.5,4,0
INDIAN PREMIER LEAGUE 2026,2-9,KKR,T20,Kolkata,06 Apr 26,6.4,1.4,0
INDIAN PREMIER LEAGUE 2026,1-48,CSK,T20,Chennai,03 Apr 26,12,4,0
INDIAN PREMIER LEAGUE 2026,0-36,GT,T20,New Chandigarh,31 Mar 26,9,4,0
ICC MEN'S T20 WORLD CUP 2026,2-27,OMAN,T20I,Pallekele,20 Feb 26,6.7,4,0
ICC MEN'S T20 WORLD CUP 2026,0-22,SL,T20I,Pallekele,16 Feb 26,11,2,0
ICC MEN'S T20 WORLD CUP 2026,0-22,IRE,T20I,Colombo,11 Feb 26,11,2,0
"AUSTRALIA TOUR OF PAKISTAN, 2026",1-52,PAK,T20I,Lahore,31 Jan 26,13,4,0
"AUSTRALIA TOUR OF PAKISTAN, 2026",2-26,PAK,T20I,Lahore,29 Jan 26,6.5,4,0
"INDIA TOUR OF AUSTRALIA, 2025",0-13,IND,T20I,Brisbane,08 Nov 25,8.6,1.5,0
"INDIA TOUR OF AUSTRALIA, 2025",1-26,IND,T20I,Queensland,06 Nov 25,6.5,4,0
"INDIA TOUR OF AUSTRALIA, 2025",1-30,IND,T20I,Hobart,02 Nov 25,7.5,4,0
"INDIA TOUR OF AUSTRALIA, 2025",2-39,IND,T20I,Melbourne,31 Oct 25,9.7,4,0
"INDIA TOUR OF AUSTRALIA, 2025",0-16,IND,T20I,Canberra,29 Oct 25,8,2,0
"INDIA TOUR OF AUSTRALIA, 2025",3-39,IND,ODI,Adelaide,23 Oct 25,3.9,10,1
"AUSTRALIA TOUR OF NEW ZEALAND, 2025",2-25,NZ,T20I,Mount Maunganui,04 Oct 25,6.2,4,0
"AUSTRALIA TOUR OF NEW ZEALAND, 2025",0-30,NZ,T20I,Mount Maunganui,01 Oct 25,10,3,0
"SOUTH AFRICA TOUR OF AUSTRALIA, 2025",2-45,RSA,ODI,Mackay,24 Aug 25,7.5,6,0
"SOUTH AFRICA TOUR OF AUSTRALIA, 2025",2-45,RSA,ODI,Mackay,22 Aug 25,5,9,1
"AUSTRALIA TOUR OF WEST INDIES, 2025",2-39,WI,T20I,"Basseterre, St Kitts",27 Jul 25,9.7,4,0
INDIAN PREMIER LEAGUE 2025,0-12,RR,T20,Jaipur,18 May 25,12,1,0
INDIAN PREMIER LEAGUE 2025,0-28,RCB,T20,New Chandigarh,20 Apr 25,9.3,3,0
INDIAN PREMIER LEAGUE 2025,1-26,RCB,T20,Bengaluru,18 Apr 25,8.6,3,0
INDIAN PREMIER LEAGUE 2025,1-30,KKR,T20,New Chandigarh,15 Apr 25,10,3,0
"PAKISTAN TOUR OF AUSTRALIA, 2024",1-25,PAK,T20I,Hobart,18 Nov 24,8.3,3,0
"PAKISTAN TOUR OF AUSTRALIA, 2024",1-18,PAK,T20I,Sydney,16 Nov 24,4.5,4,0
"PAKISTAN TOUR OF AUSTRALIA, 2024",3-13,PAK,T20I,Brisbane,14 Nov 24,6.5,2,0
"AUSTRALIA TOUR OF ENGLAND, 2024",1-26,ENG,T20I,Southampton,11 Sep 24,7.6,3.4,0
"AUSTRALIA TOUR OF SCOTLAND, 2024",1-20,SCO,T20I,Edinburgh,06 Sep 24,6.6,3,0
"AUSTRALIA TOUR OF SCOTLAND, 2024",2-23,SCO,T20I,Edinburgh,04 Sep 24,5.7,4,0
"WEST INDIES TOUR OF AUSTRALIA, 2024",2-37,WI,T20I,Perth,13 Feb 24,9.2,4,0
"WEST INDIES TOUR OF AUSTRALIA, 2024",4-21,WI,ODI,Canberra,06 Feb 24,2.9,7.1,0
"WEST INDIES TOUR OF AUSTRALIA, 2024",4-17,WI,ODI,Melbourne,02 Feb 24,1.8,9,1
