batter,runs,balls,fours,sixes,strike_rate,dismissal
Dwayne Bravo,9,6,0,1,150.0,c L Simmons b McClenaghan
Dwayne Smith,57,48,9,1,118.75,lbw b Harbhajan
MS Dhoni,18,13,1,1,138.46,b Malinga
Suresh Raina,28,19,3,1,147.37,st Parthiv Patel b Harbhajan
Ravindra Jadeja,11,8,1,0,137.5,not out
Ravichandran Ashwin,2,4,0,0,50.0,c Jagadeesha Suchith b McClenaghan
Michael Hussey,4,9,1,0,44.44,c Jagadeesha Suchith b McClenaghan
Faf du Plessis,1,3,0,0,33.33,c Rohit b Vinay
Mohit Sharma,21,7,1,2,300.0,not out
Pawan Negi,3,5,0,0,60.0,c H Pandya b Malinga
