over,runs,wickets
1,9,0
2,6,0
3,6,0
4,10,0
5,3,0
6,4,0
7,3,0
8,2,0
9,10,0
10,5,0
11,10,0
12,17,0
13,7,0
14,9,0
15,2,0
16,10,0
17,9,0
18,8,0
19,8,0
20,6,0
