Stat,Test,ODI,T20,IPL
Matches,0,0,25,0
Innings,0,0,24,0
Balls,0,0,456,0
Runs,0,0,543,0
Maidens,0,0,0,0
Wickets,0,0,26,0
Avg,0.0,0.0,20.88,0.0
Eco,0,0,7.14,0
SR,0.0,0.0,17.54,0.0
BBI,-/-,-/-,3/16,-/-
BBM,-/-,-/-,3/16,-/-
