Stat,Test,ODI,T20,IPL
Matches,33,95,42,9
Innings,45,38,14,2
Runs,670,270,47,7
Balls,855,290,50,10
Highest,72,48,12,5
Average,17.18,10.38,5.88,3.5
SR,78.37,93.11,94.00,70.00
Not Out,6,12,6,0
Fours,90,22,4,1
Sixes,21,11,1,0
Ducks,9,7,3,0
