Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
INDIAN PREMIER LEAGUE 2026,0-36,RCB,T20,Bengaluru,05 Apr 26,12,3,0
INDIAN PREMIER LEAGUE 2026,2-54,PBKS,T20,Chennai,03 Apr 26,13.5,4,0
INDIAN PREMIER LEAGUE 2026,0-40,RR,T20,Guwahati,30 Mar 26,13.3,3,0
ICC MEN'S T20 WORLD CUP 2026,1-49,IND,T20I,Ahmedabad,08 Mar 26,12.2,4,0
ICC MEN'S T20 WORLD CUP 2026,2-34,RSA,T20I,Kolkata,04 Mar 26,8.5,4,0
ICC MEN'S T20 WORLD CUP 2026,1-19,ENG,T20I,Colombo,27 Feb 26,8.2,2.3,0
ICC MEN'S T20 WORLD CUP 2026,2-3,SL,T20I,Colombo,25 Feb 26,1.5,2,1
ICC MEN'S T20 WORLD CUP 2026,1-28,CAN,T20I,Chennai,17 Feb 26,7,4,0
ICC MEN'S T20 WORLD CUP 2026,0-38,RSA,T20I,Ahmedabad,14 Feb 26,9.5,4,0
ICC MEN'S T20 WORLD CUP 2026,2-37,UAE,T20I,Chennai,10 Feb 26,9.2,4,0
ICC MEN'S T20 WORLD CUP 2026,1-27,AFG,T20I,Chennai,08 Feb 26,6.7,4,0
"NEW ZEALAND TOUR OF INDIA, 2026",1-24,IND,T20I,Visakhapatnam,28 Jan 26,8,3,0
"NEW ZEALAND TOUR OF INDIA, 2026",1-28,IND,T20I,Guwahati,25 Jan 26,14,2,0
"NEW ZEALAND TOUR OF INDIA, 2026",1-41,IND,T20I,Raipur,23 Jan 26,13.6,3,0
"WEST INDIES TOUR OF NEW ZEALAND, 2025",3-43 & 1-29,WI,Test,Christchurch,02 Dec 25,1.9 & 2.6,22 & 11,7 & 4
"WEST INDIES TOUR OF NEW ZEALAND, 2025",4-43,WI,ODI,Hamilton,22 Nov 25,4.6,9.2,0
"WEST INDIES TOUR OF NEW ZEALAND, 2025",0-62,WI,ODI,Napier,19 Nov 25,8.8,7,1
"WEST INDIES TOUR OF NEW ZEALAND, 2025",1-46,WI,ODI,Christchurch,16 Nov 25,4.6,10,1
"ENGLAND TOUR OF NEW ZEALAND, 2025",2-53,ENG,ODI,Mount Maunganui,26 Oct 25,5.8,9,2
"ENGLAND TOUR OF NEW ZEALAND, 2025",0-45,ENG,T20I,Christchurch,20 Oct 25,11.2,4,0
"ENGLAND TOUR OF NEW ZEALAND, 2025",1-26,ENG,T20I,Christchurch,18 Oct 25,6.5,4,0
"AUSTRALIA TOUR OF NEW ZEALAND, 2025",0-27,AUS,T20I,Mount Maunganui,04 Oct 25,6.7,4,0
"AUSTRALIA TOUR OF NEW ZEALAND, 2025",0-2,AUS,T20I,Mount Maunganui,03 Oct 25,2,1,0
"AUSTRALIA TOUR OF NEW ZEALAND, 2025",2-43,AUS,T20I,Mount Maunganui,01 Oct 25,10.7,4,0
"NEW ZEALAND TOUR OF ZIMBABWE, 2025",5-40 & 2-16,ZIM,Test,Bulawayo,07 Aug 25,2.6 & 2.2,15 & 7,3 & 3
"NEW ZEALAND TOUR OF ZIMBABWE, 2025",6-39 & 3-51,ZIM,Test,Bulawayo,30 Jul 25,2.5 & 2.4,15.3 & 21,3 & 5
"ZIMBABWE T20I TRI-SERIES, 2025",2-19,RSA,T20I,Harare,26 Jul 25,6.3,3,0
"ZIMBABWE T20I TRI-SERIES, 2025",2-34,ZIM,T20I,Harare,24 Jul 25,11.3,3,0
"ZIMBABWE T20I TRI-SERIES, 2025",3-26,ZIM,T20I,Harare,18 Jul 25,6.5,4,0
"ZIMBABWE T20I TRI-SERIES, 2025",3-34,RSA,T20I,Harare,16 Jul 25,10.6,3.2,0
"ICC CHAMPIONS TROPHY, 2025",2-43,RSA,ODI,Lahore,05 Mar 25,6.1,7,0
