over,runs,wickets
1,5,0
2,6,0
3,4,0
4,11,0
5,7,0
6,9,0
7,10,0
8,5,0
9,18,0
10,7,0
11,6,0
12,17,0
13,6,0
14,11,0
15,12,0
16,7,0
17,9,0
18,20,0
