batter,runs,balls,fours,sixes,strike_rate,dismissal
Daham Madampage,16,30,2,0,53.33,c and b Sese Bau
Balage Dilruksha,13,10,3,0,130.0,b Aue Oru
Sageer Ahmad,0,3,0,0,0.0,c Ryan Ani b Aue Oru
Hyeon Parsons,0,2,0,0,0.0,b Aue Oru
Jun Hyunwoo,0,3,0,0,0.0,b Alei Nao
Alex Parsons,3,7,0,0,42.86,c Assad Vala b Lega Siaka
Sameera Maduranga,7,21,0,0,33.33,c Tony Ura b Assad Vala
Muhammad Nadeem,8,12,0,0,66.67,c Boio Ray b Lega Siaka
Aiden Broomfield,6,22,0,0,27.27,not out
Kuldeep Gurjar,1,4,0,0,25.0,lbw b Aue Oru
Chamith Ranasinghe,2,4,0,0,50.0,run out (Assad Vala/Alei Nao)
