Stat,Test,ODI,T20,IPL
Matches,0,0,0,49
Innings,0,0,0,39
Runs,0,0,0,847
Balls,0,0,0,529
Highest,0,0,0,68
Average,0,0,0,38.5
SR,0,0,0,160.12
Not Out,0,0,0,17
Fours,0,0,0,63
Sixes,0,0,0,47
Ducks,0,0,0,2
