Stat,Test,ODI,T20,IPL
Matches,0,0,0,2
Innings,0,0,0,2
Balls,0,0,0,48
Runs,0,0,0,60
Maidens,0,0,0,0
Wickets,0,0,0,1
Avg,0.0,0.0,0.0,60.0
Eco,0,0,0,7.5
SR,0.0,0.0,0.0,48.0
BBI,-/-,-/-,-/-,1/36
BBM,-/-,-/-,-/-,1/36
