bowler,overs,maidens,runs,wickets,economy
Praveen Kumar,4,0,31,0,7.75
Jacques Kallis,4,0,20,1,5.0
Dillon du Preez,3,0,24,1,8.0
Anil Kumble,2,0,12,0,6.0
Roelof van der Merwe,1,0,11,0,11.0
Vinay Kumar,1,0,9,0,9.0
