batter,runs,balls,fours,sixes,strike_rate,dismissal
Gayle,6,8,1,0,75.0,c Samson b Chris Morris
Watson,24,24,4,0,100.0,st Pant b Nadeem
Mandeep,12,10,3,0,120.0,b Pat Cummins
Kedar Jadhav,69,37,5,5,186.49,c Chris Morris b Zaheer
Binny,16,18,1,0,88.89,c Billings b Zaheer
Vishnu Vinod,9,5,0,1,180.0,run out (Nadeem/Zaheer)
Negi,10,8,0,1,125.0,b Chris Morris
I Abdulla,5,7,0,0,71.43,not out
Tymal Mills,0,3,0,0,0.0,b Chris Morris
