batter,runs,balls,fours,sixes,strike_rate,dismissal
Sunil Narine,0,4,0,0,0.0,c Hardik Pandya b Southee
Chris Lynn,26,14,3,2,185.71,c (sub)J Suchith b Vinay Kumar
Gautam Gambhir,21,16,3,1,131.25,c Karn Sharma b Johnson
Robin Uthappa,2,4,0,0,50.0,c Rohit b Karn Sharma
Manish Pandey,33,33,2,0,100.0,c (sub)J Suchith b Hardik Pandya
Yusuf Pathan,20,7,0,3,285.71,c Hardik Pandya b Vinay Kumar
Colin de Grandhomme,29,16,4,1,181.25,b Hardik Pandya
Kuldeep Yadav,16,15,2,0,106.67,c Rayudu b Southee
Umesh Yadav,4,4,0,0,100.0,not out
Trent Boult,5,8,0,0,62.5,not out
