over,runs,wickets
1,10,0
2,7,0
3,13,0
4,11,0
5,3,0
6,2,0
7,4,0
8,10,0
9,8,0
10,5,0
11,11,0
12,3,0
13,7,0
14,7,0
15,10,0
16,16,0
