Stat,Test,ODI,T20,IPL
Matches,0,9,23,81
Innings,0,8,20,80
Runs,0,228,633,2753
Balls,0,254,441,2028
Highest,0,105,123,108
Average,0,28.5,39.56,39.33
SR,0,89.77,143.54,135.75
Not Out,0,0,4,10
Fours,0,28,65,254
Sixes,0,2,24,103
Ducks,0,0,1,7
