batter,runs,balls,fours,sixes,strike_rate,dismissal
Brett Lee,25,11,2,2,227.27,b K Cooper
Brendon McCullum,2,4,0,0,50.0,lbw b A Chavan
Jacques Kallis,5,8,0,0,62.5,c R Dravid b A Singh
Gautam Gambhir,0,1,0,0,0.0,c S Goswami b A Singh
Manoj Tiwary,59,49,7,0,120.41,b J Botha
Yusuf Pathan,15,14,0,1,107.14,c B Hodge b S Trivedi
Rajat Bhatia,8,8,1,0,100.0,c & b S Trivedi
Laxmi Shukla,8,8,0,1,100.0,c Owais Shah b A Chavan
Debabrata Das,12,14,0,1,85.71,b K Cooper
Iqbal Abdulla,1,2,0,0,50.0,not out
Sunil Narine,0,1,0,0,0.0,b K Cooper
