Stat,Test,ODI,T20,IPL
Matches,0,72,80,184
Innings,0,69,79,181
Balls,0,3739,1764,3971
Runs,0,3283,2409,5318
Maidens,0,14,2,4
Wickets,0,121,96,229
Avg,0.0,27.13,25.09,23.22
Eco,0,5.27,8.19,8.04
SR,0.0,30.9,18.38,17.34
BBI,-/-,6/42,6/25,5/40
BBM,-/-,6/42,6/25,5/40
