bowler,overs,maidens,runs,wickets,economy
Bhuvneshwar,4,0,30,5,7.5
Marco Jansen,4,0,39,1,9.8
Fazalhaq Farooqi,3,0,31,1,10.3
T Natarajan,4,0,34,1,8.5
Markram,1,0,13,0,13.0
Markande,3,0,27,0,9.0
Abhishek Sharma,1,0,13,0,13.0
