batter,runs,balls,fours,sixes,strike_rate,dismissal
W Saha,0,3,0,0,0.0,c Abhishek Sharma b Bhuvneshwar
Shubman Gill,101,58,13,1,174.14,c Abdul Samad b Bhuvneshwar
Sai Sudharsan,47,36,6,1,130.56,c T Natarajan b Marco Jansen
Hardik Pandya,8,6,1,0,133.33,c Tripathi b Bhuvneshwar
Miller,7,5,1,0,140.0,c Markram b T Natarajan
Rahul Tewatia,3,3,0,0,100.0,c Marco Jansen b Fazalhaq Farooqi
Shanaka,9,7,1,0,128.57,not out
Rashid Khan,0,1,0,0,0.0,c Klaasen b Bhuvneshwar
Noor Ahmad,0,1,0,0,0.0,run out (Klaasen/Bhuvneshwar)
Shami,0,1,0,0,0.0,c Marco Jansen b Bhuvneshwar
Mohit Sharma,0,1,0,0,0.0,not out
