Stat,Test,ODI,T20,IPL
Matches,0,0,33,0
Innings,0,0,33,0
Runs,0,0,842,0
Balls,0,0,746,0
Highest,0,0,74,0
Average,0,0,31.19,0
SR,0,0,112.87,0
Not Out,0,0,6,0
Fours,0,0,61,0
Sixes,0,0,27,0
Ducks,0,0,0,0
