batter,runs,balls,fours,sixes,strike_rate,dismissal
Zaheer Khan,0,4,0,0,0.0,b D Steyn
Tillakaratne Dilshan,4,12,0,0,33.33,lbw b D Steyn
Muthiah Muralidaran,0,1,0,0,0.0,c J Duminy b A Reddy
Chris Gayle,27,10,3,2,270.0,b D Steyn
AB de Villiers,4,11,0,0,36.36,c J Duminy b A Mishra
Virat Kohli,42,40,2,2,105.0,c M Gony b A Reddy
Vinay Kumar,7,7,1,0,100.0,c J Duminy b A Reddy
Saurabh Tiwary,30,27,1,1,111.11,c K Sangakkara b Pratap Singh
Mayank Agarwal,1,2,0,0,50.0,b A Mishra
Prasanth Parameswaran,0,1,0,0,0.0,not out
Harshal Patel,5,5,0,0,100.0,not out
