Stat,Test,ODI,T20,IPL
Matches,0,0,0,61
Innings,0,0,0,60
Runs,0,0,0,1669
Balls,0,0,0,1070
Highest,0,0,0,103
Average,0,0,0,28.29
SR,0,0,0,155.99
Not Out,0,0,0,1
Fours,0,0,0,173
Sixes,0,0,0,88
Ducks,0,0,0,5
