over,runs,wickets
1,3,0
2,14,0
3,11,0
4,4,0
5,15,0
6,9,0
7,4,0
8,4,0
9,10,0
10,17,0
11,3,0
12,11,0
13,12,0
14,13,0
15,22,0
16,12,0
17,6,0
18,14,0
19,15,0
20,5,0
