Stat,Test,ODI,T20,IPL
Matches,34,74,103,0
Innings,57,73,103,0
Balls,6547,3727,2223,0
Runs,3472,3493,2904,0
Maidens,216,30,3,0
Wickets,122,139,136,0
Avg,28.46,25.13,21.35,0.0
Eco,3.18,5.62,7.84,0
SR,53.66,26.81,16.35,0.0
BBI,6/51,6/35,4/22,-/-
BBM,10/94,6/35,4/22,-/-
