Stat,Test,ODI,T20,IPL
Matches,0,0,0,11
Innings,0,0,0,11
Balls,0,0,0,192
Runs,0,0,0,326
Maidens,0,0,0,0
Wickets,0,0,0,13
Avg,0.0,0.0,0.0,25.08
Eco,0,0,0,10.19
SR,0.0,0.0,0.0,14.77
BBI,-/-,-/-,-/-,3/12
BBM,-/-,-/-,-/-,3/12
