Stat,Test,ODI,T20,IPL
Matches,0,4,71,60
Innings,0,4,60,53
Runs,0,45,1602,1078
Balls,0,53,952,605
Highest,0,35,102,70
Average,0,11.25,34.83,35.93
SR,0,84.91,168.28,178.19
Not Out,0,0,14,23
Fours,0,3,128,70
Sixes,0,3,101,79
Ducks,0,0,5,3
