Stat,Test,ODI,T20,IPL
Matches,0,0,2,0
Innings,0,0,2,0
Balls,0,0,48,0
Runs,0,0,30,0
Maidens,0,0,0,0
Wickets,0,0,0,0
Avg,0.0,0.0,0.0,0.0
Eco,0,0,3.75,0
SR,0.0,0.0,0.0,0.0
BBI,-/-,-/-,0/14,-/-
BBM,-/-,-/-,0/14,-/-
