batter,runs,balls,fours,sixes,strike_rate,dismissal
Ajinkya Rahane,16,11,1,1,145.45,b D Chahar
Heinrich Klaasen,7,7,1,0,100.0,b SN Thakur
Sanju Samson,2,3,0,0,66.67,c Karn Sharma b D Chahar
Ben Stokes,45,37,3,1,121.62,c Billings b Tahir
Jos Buttler,22,17,1,1,129.41,c Tahir b DJ Bravo
Rahul Tripathi,5,5,0,0,100.0,c Billings b DJ Bravo
Stuart Binny,10,8,1,0,125.0,c and b SN Thakur
Krishnappa Gowtham,1,2,0,0,50.0,c Dhoni b Watson
Shreyas Gopal,8,10,0,0,80.0,not out
Jaydev Unadkat,16,10,3,0,160.0,b Karn Sharma
Ben Laughlin,0,1,0,0,0.0,c Dhoni b Karn Sharma
