over,runs,wickets
1,13,0
2,4,0
3,7,0
4,5,0
5,6,0
6,11,0
7,4,0
8,10,0
9,15,0
10,5,0
11,3,0
12,8,0
13,9,0
14,18,0
15,18,0
16,10,0
