batter,runs,balls,fours,sixes,strike_rate,dismissal
Lewis,36,21,7,1,171.43,c Mayank Agarwal b Arshdeep Singh
Jaiswal,49,36,6,2,136.11,c Mayank Agarwal b Harpreet Brar
Samson,4,5,0,0,80.0,c Rahul b Ishan Porel
Livingstone,25,17,2,1,147.06,c Fabian Allen b Arshdeep Singh
Lomror,43,17,2,4,252.94,c Markram b Arshdeep Singh
Riyan Parag,4,5,0,0,80.0,c Markram b Shami
Rahul Tewatia,2,5,0,0,40.0,b Shami
Chris Morris,5,5,0,0,100.0,c Markram b Shami
Chetan Sakariya,7,6,1,0,116.67,c and b Arshdeep Singh
Kartik Tyagi,1,3,0,0,33.33,b Arshdeep Singh
