over,runs,wickets
1,8,0
2,2,0
3,1,0
4,9,0
5,12,0
6,3,0
7,10,0
8,15,0
9,9,0
10,8,0
11,12,0
12,11,0
13,2,0
14,11,0
15,6,0
16,12,0
17,13,0
18,6,0
19,16,0
20,11,0
