over,runs,wickets
1,9,0
2,14,0
3,6,0
4,16,0
5,19,0
6,15,0
7,5,0
8,3,0
9,5,0
10,7,0
11,13,0
12,17,0
13,5,0
14,6,0
15,5,0
16,8,0
17,12,0
18,1,0
19,15,0
20,7,0
