batter,runs,balls,fours,sixes,strike_rate,dismissal
Prithvi Shaw,10,7,1,0,142.86,c Vijay Shankar b Lockie Ferguson
Tim Seifert,3,5,0,0,60.0,c Abhinav Manohar b Hardik Pandya
Mandeep Singh,18,16,4,0,112.5,c Wade b Lockie Ferguson
Rishabh Pant,43,29,7,0,148.28,c Abhinav Manohar b Lockie Ferguson
Lalit Yadav,25,22,2,1,113.64,run out (Abhinav Manohar/Vijay Shankar)
Rovman Powell,20,12,2,1,166.67,lbw b Shami
Axar Patel,8,4,2,0,200.0,c Wade b Lockie Ferguson
Shardul Thakur,2,5,0,0,40.0,lbw b Rashid Khan
Kuldeep Yadav,14,14,0,1,100.0,not out
Khaleel Ahmed,0,1,0,0,0.0,c Wade b Shami
Mustafizur Rahman,3,5,0,0,60.0,not out
