batter,runs,balls,fours,sixes,strike_rate,dismissal
Irfan Pathan,3,7,0,0,42.86,c M Singh b P Valthaty
James Hopes,7,7,1,0,100.0,c A Gilchrist b P Chawla
Venugopal Rao,16,13,1,1,123.08,c R Harris b P Chawla
Morne Morkel,16,6,1,1,266.67,not out
Naman Ojha,28,28,2,2,100.0,c A Gilchrist b S Srivastava
David Warner,29,29,4,1,100.0,c A Gilchrist b S Srivastava
Yogesh Nagar,10,7,2,0,142.86,lbw b R Harris
Sridharan Sriram,4,7,0,0,57.14,c D Karthik b P Chawla
Travis Birt,16,11,2,1,145.45,c R Harris b P Kumar
Varun Aaron,0,5,0,0,0.0,not out
