batter,runs,balls,fours,sixes,strike_rate,dismissal
Lakshmipathy Balaji,0,3,0,0,0.0,b L Malinga
Jacques Kallis,24,26,2,1,92.31,c A Nechim b H Singh
Gautam Gambhir,0,2,0,0,0.0,b M Johnson
Eoin Morgan,5,10,0,0,50.0,c R Sharma b A Nechim
Yusuf Pathan,13,8,1,1,162.5,b P Ojha
Rajat Bhatia,4,5,0,0,80.0,c L Malinga b H Singh
Ryan McLaren,1,3,0,0,33.33,run out (R Sharma/D Karthik)
Debabrata Das,23,17,2,2,135.29,c & b H Singh
Iqbal Abdulla,6,11,0,0,54.55,not out
Manvinder Bisla,17,19,3,0,89.47,st D Karthik b P Ojha
Sunil Narine,3,6,0,0,50.0,c D Karthik b M Johnson
