Stat,Test,ODI,T20,IPL
Matches,0,0,19,0
Innings,0,0,16,0
Balls,0,0,232,0
Runs,0,0,318,0
Maidens,0,0,0,0
Wickets,0,0,15,0
Avg,0.0,0.0,21.2,0.0
Eco,0,0,8.22,0
SR,0.0,0.0,15.47,0.0
BBI,-/-,-/-,3/17,-/-
BBM,-/-,-/-,3/17,-/-
