bowler,overs,maidens,runs,wickets,economy
Praveen Kumar,3.2,0,32,0,10.0
Dhawal Kulkarni,4.0,0,32,0,8.0
Dwayne Smith,2.0,0,29,1,14.5
Suresh Raina,2.0,0,15,0,7.5
Shivil Koushik,4.0,0,22,2,5.5
Dwayne Bravo,4.0,0,32,2,8.0
