Stat,Test,ODI,T20,IPL
Matches,0,0,20,0
Innings,0,0,15,0
Balls,0,0,312,0
Runs,0,0,327,0
Maidens,0,0,0,0
Wickets,0,0,12,0
Avg,0.0,0.0,27.25,0.0
Eco,0,0,6.29,0
SR,0.0,0.0,26.0,0.0
BBI,-/-,-/-,2/15,-/-
BBM,-/-,-/-,2/15,-/-
