batter,runs,balls,fours,sixes,strike_rate,dismissal
VVS Laxman,0,3,0,0,0.0,b W Parnell
Parthiv Patel,21,19,4,0,110.53,c G Smith b W Parnell
Mahela Jayawardene,2,3,0,0,66.67,c R Uthappa b W Parnell
Brendon McCullum,0,1,0,0,0.0,c R Uthappa b A Thomas
Brad Hodge,39,36,2,2,108.33,c M Kartik b R Sharma
RP Singh,0,1,0,0,0.0,not out
S Sreesanth,1,6,0,0,16.67,run out ((sub)N McCullum/R Uthappa)
Ravindra Jadeja,47,33,3,3,142.42,c W Parnell b J Ryder
Vinay Kumar,1,1,0,0,100.0,run out (W Parnell/R Uthappa)
Raiphi Gomez,26,18,3,0,144.44,not out
