Stat,Test,ODI,T20,IPL
Matches,1,2,4,73
Innings,2,2,4,72
Balls,230,120,96,1546
Runs,119,143,122,2374
Maidens,7,1,0,2
Wickets,3,3,7,72
Avg,39.67,47.67,17.43,32.97
Eco,3.1,7.15,7.63,9.21
SR,76.67,40.0,13.71,21.47
BBI,3/78,2/70,3/30,4/19
BBM,3/119,2/70,3/30,4/19
