bowler,overs,maidens,runs,wickets,economy
Jaydev Unadkat,2,0,27,0,13.5
Avesh Khan,4,0,53,0,13.2
Krunal Pandya,4,0,35,0,8.8
Mark Wood,4,1,32,1,8.0
Ravi Bishnoi,4,0,39,0,9.8
Amit Mishra,2,0,18,1,9.0
