batter,runs,balls,fours,sixes,strike_rate,dismissal
Roy,10,13,2,0,76.92,c Southee b Shivam Mavi
W Saha,0,1,0,0,0.0,lbw b Southee
Williamson,26,21,4,0,123.81,run out (Shakib)
Priyam Garg,21,31,0,1,67.74,c Tripathi b Chakaravarthy
Abhishek Sharma,6,10,0,0,60.0,st Karthik b Shakib
Abdul Samad,25,18,0,3,138.89,c Shubman Gill b Southee
Holder,2,9,0,0,22.22,c Venkatesh Iyer b Chakaravarthy
Rashid Khan,8,6,1,0,133.33,c Venkatesh Iyer b Shivam Mavi
Bhuvneshwar,7,7,0,0,100.0,not out
S Kaul,7,5,1,0,140.0,not out
