bowler,overs,maidens,runs,wickets,economy
RP Singh,4,0,44,1,11.0
S Sreesanth,3,0,24,0,8.0
Vinay Kumar,4,0,28,2,7.0
Prasanth Parameswaran,4,0,21,0,5.25
Raiphi Gomez,4,1,14,2,3.5
Ravindra Jadeja,1,0,7,0,7.0
