Stat,Test,ODI,T20,IPL
Matches,0,0,25,123
Innings,0,0,24,120
Balls,0,0,503,2482
Runs,0,0,770,3690
Maidens,0,0,0,2
Wickets,0,0,29,151
Avg,0.0,0.0,26.55,24.44
Eco,0,0,9.18,8.92
SR,0.0,0.0,17.34,16.44
BBI,-/-,-/-,4/25,5/27
BBM,-/-,-/-,4/25,5/27
