Stat,Test,ODI,T20,IPL
Matches,0,0,25,123
Innings,0,0,10,49
Runs,0,0,77,280
Balls,0,0,57,238
Highest,0,0,18,36
Average,0,0,12.83,8.75
SR,0,0,135.09,117.65
Not Out,0,0,4,17
Fours,0,0,9,18
Sixes,0,0,3,15
Ducks,0,0,1,10
