batter,runs,balls,fours,sixes,strike_rate,dismissal
Rohit,0,4,0,0,0.0,c Shivam Dube b Khaleel Ahmed
Rickelton,13,7,3,0,185.71,b Khaleel Ahmed
Will Jacks,11,7,2,0,157.14,c Shivam Dube b Ashwin
Suryakumar Yadav,29,26,2,1,111.54,st Dhoni b Noor Ahmad
Tilak Varma,31,25,2,2,124.0,lbw b Noor Ahmad
Robin Minz,3,9,0,0,33.33,c Ravindra Jadeja b Noor Ahmad
Naman Dhir,17,12,1,0,141.67,b Noor Ahmad
Santner,11,13,1,0,84.62,lbw b Nathan Ellis
D Chahar,28,15,2,2,186.67,not out
Boult,1,2,0,0,50.0,c Ruturaj Gaikwad b Khaleel Ahmed
Satyanarayana Raju,1,1,0,0,100.0,not out
