batter,runs,balls,fours,sixes,strike_rate,dismissal
Lokesh Rahul,66,29,2,7,227.59,b Narine
Chris Gayle,21,17,2,1,123.53,c Karthik b A Russell
Mayank Agarwal,0,1,0,0,0.0,c Searles b A Russell
Karun Nair,3,6,0,0,50.0,c Prasidh b A Russell
Aaron Finch,34,20,0,3,170.0,c Kuldeep Yadav b Searles
Axar Patel,19,11,2,1,172.73,c Searles b Kuldeep Yadav
Ravichandran Ashwin,45,22,4,3,204.55,lbw b Prasidh
Andrew Tye,14,10,1,1,140.0,c Karthik b Prasidh
Barinder Sran,1,1,0,0,100.0,not out
Mohit Sharma,4,3,1,0,133.33,not out
