batter,runs,balls,fours,sixes,strike_rate,dismissal
Parthiv Patel,0,1,0,0,0.0,b Marlon Samuels
Kumar Sangakkara,82,52,10,2,157.69,b A Nehra
Jean-Paul Duminy,4,3,0,0,133.33,not out
Cameron White,74,45,4,4,164.44,c S Smith b W Parnell
Shikhar Dhawan,13,18,2,0,72.22,b B Kumar
Biplab Samantray,2,2,0,0,100.0,not out
