batter,runs,balls,fours,sixes,strike_rate,dismissal
Yashasvi Jaiswal,1,5,0,0,20.0,c Nitish Reddy b Sakib Hussain
Vaibhav Sooryavanshi,0,1,0,0,0.0,c Salil Arora b Praful Hinge
Dhruv Jurel,0,2,0,0,0.0,b Praful Hinge
Lhuan-dre Pretorius,0,2,0,0,0.0,c Nitish Reddy b Praful Hinge
Riyan Parag,4,6,1,0,66.67,c Abhishek Sharma b Praful Hinge
Ravindra Jadeja,45,32,5,0,140.62,c Salil Arora b Eshan Malinga
Donovan Ferreira,69,44,7,3,156.82,b Sakib Hussain
Jofra Archer,2,5,0,0,40.0,c Praful Hinge b Sakib Hussain
Tushar Deshpande,25,11,0,3,227.27,c Ishan Kishan b Eshan Malinga
Ravi Bishnoi,0,1,0,0,0.0,c Ishan Kishan b Sakib Hussain
Nandre Burger,3,5,0,0,60.0,not out
