Stat,Test,ODI,T20,IPL
Matches,1,8,11,10
Innings,1,5,7,9
Runs,4,94,28,377
Balls,6,128,30,220
Highest,4,61,13,107
Average,4,23.5,4.67,53.86
SR,66.67,73.44,93.34,171.37
Not Out,0,1,1,2
Fours,1,7,1,31
Sixes,0,1,2,26
Ducks,0,1,3,1
