Stat,Test,ODI,T20,IPL
Matches,1,8,11,10
Innings,2,5,9,0
Balls,30,156,150,0
Runs,21,137,231,0
Maidens,1,0,0,0
Wickets,0,6,3,0
Avg,0.0,22.83,77.0,0.0
Eco,4.2,5.27,9.24,0
SR,0.0,26.0,50.0,0.0
BBI,0/9,5/22,1/24,-/-
BBM,0/21,5/22,1/24,-/-
