bowler,overs,maidens,runs,wickets,economy
Lovedeep Singh,4,0,33,1,8.2
Karan Singh,4,0,26,2,6.5
Adam Senn,4,0,15,2,3.8
Roshan Siriwardena,1,0,11,0,11.0
Ruel Brathwaite,1,0,17,0,17.0
Taranjit Singh,4,0,40,1,10.0
Arjun Shahi,2,0,20,3,10.0
