batter,runs,balls,fours,sixes,strike_rate,dismissal
Kaif Jamadar,12,8,2,0,150.0,c Roshan Siriwardena b Karan Singh
Vanraaj Padhaal,1,2,0,0,50.0,lbw b Karan Singh
Faraaz Mehti Abbas,50,36,5,1,138.89,c Alexander Senn b Adam Senn
Zahidullah Kamal,6,5,1,0,120.0,lbw b Lovedeep Singh
Aniketh Pusthay,43,42,3,2,102.38,c Karan Singh b Taranjit Singh
Jordan OBrien,2,5,0,0,40.0,b Adam Senn
Nicholas Salonen,13,9,0,1,144.44,c Lovedeep Singh b Arjun Shahi
Hammadullah Shinwari,5,4,1,0,125.0,c Ruel Brathwaite b Arjun Shahi
Piumal Karunarathna,12,7,1,1,171.43,run out (Taranjit Singh/Ashish Bam)
Junaid Khan,0,1,0,0,0.0,b Arjun Shahi
Amjad Sher,1,2,0,0,50.0,not out
