batter,runs,balls,fours,sixes,strike_rate,dismissal
Rahul Dravid,75,36,6,6,208.33,not out
Zaheer Khan,1,5,0,0,20.0,c &amp; b Warne
Anil Kumble,8,8,1,0,100.0,c Rawat b Sohail Tanvir
Abdur Razzak,0,2,0,0,0.0,not out
Jacques Kallis,20,29,2,0,68.97,c Pathan b Trivedi
Misbah-ul-Haq,0,1,0,0,0.0,c sub (T Kohli) b Patel
Cameron White,10,16,1,0,62.5,c Trivedi b Patel
Praveen Kumar,0,1,0,0,0.0,c Kaif b Warne
Virat Kohli,3,7,0,0,42.86,b Sohail Tanvir
Jagadeesh Arunkumar,0,3,0,0,0.0,c Trivedi b Sohail Tanvir
Devraj Patil,9,12,0,0,75.0,c Jadeja b Warne
