bowler,overs,maidens,runs,wickets,economy
RP Singh,4,0,24,1,6.0
Vinay Kumar,3,0,16,0,5.33
Thisara Perera,4,0,32,1,8.0
Ramesh Powar,3,0,24,0,8.0
Raiphi Gomez,2,0,20,1,10.0
Ravindra Jadeja,1,0,14,0,14.0
